NTA|2730263
NTI|2735831
NTM|2736126
NTU|2736136
NUB|2740696
NUD|2742354
NUF|2742747
NUG|2743476
NUH|2743515
NUK|2745121
NUL|2746281
NUM|2747871
NUN|2749142
NUR|2752021
NUS|2752753
NUT|2753540
NUW|2753960
NUX|2755268
NUY|2757457
NUZ|2758865
NWA|2759552
NXA|2759594
NXI|2771092
NXM|2775262
NXU|2775272
NYA|2776104
NZA|2777299
NZI|2780673
NZT|2782397
NZU|2782407
RAB|2783586
RAD|2794292
RAF|2795976
RAG|2797259
RAH|2797399
RAK|2803082
RAL|2806123
RAM|2808227
RAN|2810402
RAR|2812565
RAS|2813167
RAT|2816064
RAW|2821218
RAX|2824232
RAY|2828261
RAZ|2829897
RBA|2831988
RBI|2832452
RBU|2832716
RDA|2832753
RDI|2834138
RDU|2837520
RFA|2837933
RFI|2838139
RFU|2838263
RGA|2838332
RHA|2838370
RHI|2839043
RHU|2839082
RIB|2839434
RID|2840658
RIF|2842331
RIG|2843203
RIH|2843251
RIK|2845362
RIL|2847774
RIM|2848861
RIN|2850946
RIR|2854732
RIS|2855038
RIT|2855728
RIW|2855767
RIX|2857093
RIY|2858326
RIZ|2859511
RKA|2861391
RKI|2861893
RKU|2861973
RLA|2862171
RLI|2862501
RMA|2862666
RMI|2862706
RMU|2862743
RNA|2862773
RNI|2863560
RSA|2863734
RSI|2865070
RSU|2865846
RTA|2865914
RTI|2866403
RTU|2866424
RUB|2866899
RUD|2867762
RUF|2867975
RUG|2869201
RUH|2869210
RUK|2871315
RUL|2872144
RUM|2874505
RUN|2876670
RUR|2883160
RUS|2884232
RUT|2885661
RUW|2885758
RUX|2887301
RUY|2889052
RUZ|2889308
RWA|2890112
RXA|2890169
RXI|2891836
RXU|2892030
RYA|2892080
RZA|2892809
RZI|2893295
RZU|2893855
SAB|2894490
SAD|2899815
SAF|2902767
SAG|2903898
SAH|2904047
SAK|2907086
SAL|2909429
SAM|2916198
SAN|2922090
SAR|2925080
SAS|2929611
SAT|2930037
SAW|2931208
SAX|2935279
SAY|2940964
SAZ|2947347
SBA|2947955
SBI|2948390
SBU|2949000
SDA|2949128
SDI|2949185
SDU|2949271
SFA|2949320
SFI|2949692
SFU|2949857
SGA|2949933
SHA|2949973
SHI|2951322
SHU|2951424
SIB|2951651
SID|2952924
SIF|2953729
SIG|2954356
SIH|2954366
SIK|2955948
SIL|2957136
SIM|2958687
SIN|2959919
SIR|2961387
SIS|2966426
SIT|2966547
SIW|2966941
SIX|2967702
SIY|2968798
SIZ|2969811
SKA|2969960
SKI|2970412
SKU|2970646
SLA|2971259
SLI|2972173
SLU|2973205
SMA|2973546
SMI|2974523
SMU|2974893
SNA|2975031
SNI|2975904
SNU|2975933
SRA|2976023
SRI|2977627
SRU|2979188
STA|2979366
STI|2984622
STU|2984847
SUB|2985269
SUD|2986096
SUF|2986849
SUG|2987371
SUH|2987391
SUK|2988393
SUL|2988908
SUM|2992914
SUN|2996410
SUR|2997700
SUS|2999119
SUT|2999330
SUW|2999544
SUX|2999868
SUY|3001153
SUZ|3001273
SWA|3001517
SWI|3001909
SXA|3001950
SXI|3003068
SXU|3003116
SYA|3003426
SYI|3003580
SZA|3003590
SZI|3003632
SZU|3003841
TAB|3004112
TAD|3010138
TAF|3012373
TAG|3014157
TAH|3015380
TAK|3021372
TAL|3028481
TAM|3032345
TAN|3035379
TAR|3040538
TAS|3044099
TAT|3046998
TAW|3049744
TAX|3055538
TAY|3064001
TAZ|3067973
TBA|3070949
TBI|3071143
TBU|3071453
TFA|3071503
TFI|3071711
TGA|3071800
THA|3071879
THI|3072070
THU|3072111
TIB|3072811
TID|3073384
TIF|3073806
TIG|3074791
TIH|3074951
TIK|3078009
TIL|3079584
TIM|3083820
TIN|3086115
TIR|3090353
TIS|3091151
TIT|3091971
TIW|3092354
TIX|3096981
TIY|3100011
TIZ|3101237
TKA|3101590
TKI|3101901
TKU|3101911
TLA|3102230
TLI|3102712
TLU|3102882
TMA|3103250
TMI|3103639
TMU|3104055
TNA|3104097
TNI|3104694
TRA|3104743
TRI|3105063
TRU|3105094
TSA|3105224
TSU|3105377
TUB|3105460
TUD|3106981
TUF|3107352
TUG|3108003
TUH|3108208
TUK|3110188
TUL|3111816
TUM|3114314
TUN|3121766
TUR|3124906
TUS|3126209
TUT|3127174
TUW|3127593
TUX|3129260
TUY|3131004
TUZ|3131359
TWA|3131857
TWI|3132137
TWU|3132156
TXA|3132205
TXI|3133166
TXU|3133412
TYA|3133476
TZA|3133612
TZI|3133622
TZU|3133633
UBA|3133670
UBD|3136771
UBF|3136988
UBH|3136999
UBI|3137462
UBK|3145594
UBL|3145622
UBN|3145718
UBR|3145813
UBS|3145923
UBT|3146229
UBU|3146437
UBW|3147877
UBX|3147887
UBZ|3148037
UDA|3148048
UDB|3150697
UDF|3150816
UDG|3150836
UDH|3150860
